sector,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
Technology,26.687098500676587,2015-08-19 00:00:00,21.531431365504112,2016-03-01 00:00:00,5.155667135172475,-19.318949697891533,195.0,21.531431365504112,2016-03-01 00:00:00,0.0,0.0,0.0
Energy,7.844178465599797,2015-07-23 00:00:00,6.1800357234204535,2015-09-29 00:00:00,1.6641427421793438,-21.215003578479863,68.0,7.641739098418402,2016-01-18 00:00:00,111.0,1.4617033749979482,23.652021451244003
Consumer Defensive,13.2223705074943,2015-07-17 00:00:00,10.456983301774075,2016-01-28 00:00:00,2.7653872057202253,-20.914458599937376,195.0,11.661206900658351,2016-02-23 00:00:00,26.0,1.2042235988842762,11.515975153943051
Financial Services,42.161062903893,2015-12-30 00:00:00,34.136933424562,2016-02-25 00:00:00,8.024129479330995,-19.032085357103455,57.0,35.27401254959902,2016-03-01 00:00:00,5.0,1.137079125037019,3.330935180659416
Communication Services,6.107887624554223,2015-07-22 00:00:00,3.834663860599083,2016-01-29 00:00:00,2.2732237639551403,-37.21783869789269,191.0,4.412380467483109,2016-02-23 00:00:00,25.0,0.5777166068840258,15.065638811788059
