sector,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
Technology,39.63133808563418,2015-08-04 00:00:00,20.390536231594776,2016-02-12 00:00:00,19.2408018540394,-48.54946308515869,192.0,23.755011652039364,2016-02-18 00:00:00,6.0,3.364475420444588,16.500181173418053
Industrials,88.45329372449224,2015-08-05 00:00:00,67.76011374125892,2016-01-21 00:00:00,20.69317998323332,-23.39447081268325,169.0,78.39086182131092,2016-02-23 00:00:00,33.0,10.630748080052001,15.688799048722629
Energy,54.88461739825252,2015-06-03 00:00:00,34.86673153233657,2016-01-21 00:00:00,20.01788586591595,-36.472670877274446,232.0,42.339217579508414,2016-02-04 00:00:00,14.0,7.4724860471718415,21.43156447068062
Financial Services,186.4074551381444,2015-12-02 00:00:00,156.08942223877202,2016-02-11 00:00:00,30.318032899372383,-16.264388608762477,71.0,170.18702766091934,2016-02-22 00:00:00,11.0,14.097605422147325,9.031749377982855
