sector,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
Energy,2426.3771955752163,2011-04-28 00:00:00,1992.3102128949956,2011-08-22 00:00:00,434.0669826802207,-17.889509655456408,116.0,2244.3919295098462,2011-09-16 00:00:00,25.0,252.08171661485062,12.652734247070615
Consumer Defensive,6489.968388527626,2011-07-08 00:00:00,5946.18791322146,2011-08-09 00:00:00,543.7804753061664,-8.378784652748262,32.0,6436.105948760887,2011-09-07 00:00:00,29.0,489.91803553942736,8.239195307805282
Healthcare,4478.7915835098365,2011-05-20 00:00:00,3806.0094844033183,2011-08-09 00:00:00,672.7820991065182,-15.021509408555417,81.0,4277.180103474441,2011-09-30 00:00:00,52.0,471.1706190711229,12.379649104973002
Financial Services,934.0956367531388,2011-03-09 00:00:00,595.8932406613267,2011-09-26 00:00:00,338.20239609181215,-36.20639930054525,201.0,646.5795248098558,2011-09-30 00:00:00,4.0,50.686284148529126,8.50593372938366
Basic Materials,4507.847900834737,2011-07-08 00:00:00,2740.494964706913,2011-10-04 00:00:00,1767.3529361278238,-39.20613505616629,88.0,2798.845740049158,2011-10-05 00:00:00,1.0,58.350775342245015,2.1292057126069355
