,Open,Date,Sector
0,238.3487236258683,2011-03-07 00:00:00,Technology
1,235.4689645115473,2011-03-08 00:00:00,Technology
2,239.04137013252148,2011-03-09 00:00:00,Technology
3,238.3295848730636,2011-03-10 00:00:00,Technology
4,234.1280209722958,2011-03-11 00:00:00,Technology
5,225.39817563699057,2011-03-14 00:00:00,Technology
6,222.19147172960092,2011-03-15 00:00:00,Technology
7,221.5118613143174,2011-03-16 00:00:00,Technology
8,215.1464586784668,2011-03-17 00:00:00,Technology
9,218.52982704187363,2011-03-18 00:00:00,Technology
10,150.87900197691403,2011-03-21 00:00:00,Technology
11,223.57396331154925,2011-03-22 00:00:00,Technology
12,223.4189668491287,2011-03-23 00:00:00,Technology
13,224.47482929274653,2011-03-24 00:00:00,Technology
14,227.04574982203079,2011-03-25 00:00:00,Technology
15,226.17677603474385,2011-03-28 00:00:00,Technology
16,224.21597408414704,2011-03-29 00:00:00,Technology
17,228.71551044411947,2011-03-30 00:00:00,Technology
18,230.3858049075126,2011-03-31 00:00:00,Technology
19,230.84506741528958,2011-04-01 00:00:00,Technology
20,231.33593250935638,2011-04-04 00:00:00,Technology
21,230.905356095429,2011-04-05 00:00:00,Technology
22,231.11026816623016,2011-04-06 00:00:00,Technology
23,232.02980987731584,2011-04-07 00:00:00,Technology
24,230.60486705195805,2011-04-08 00:00:00,Technology
25,230.07061868443017,2011-04-11 00:00:00,Technology
26,211.08393595599932,2011-04-12 00:00:00,Technology
27,226.97162995870747,2011-04-13 00:00:00,Technology
28,209.4953978846542,2011-04-14 00:00:00,Technology
29,228.48815328399482,2011-04-15 00:00:00,Technology
30,225.64969431191406,2011-04-18 00:00:00,Technology
31,224.09287482525428,2011-04-19 00:00:00,Technology
32,224.81023041133636,2011-04-20 00:00:00,Technology
33,229.23625233720065,2011-04-21 00:00:00,Technology
34,71.28206942547685,2011-04-22 00:00:00,Technology
35,230.5279948887764,2011-04-25 00:00:00,Technology
36,230.68801668497113,2011-04-26 00:00:00,Technology
37,230.70444150196198,2011-04-27 00:00:00,Technology
38,230.56921037648723,2011-04-28 00:00:00,Technology
39,161.37590423249725,2011-04-29 00:00:00,Technology
40,233.44303831364948,2011-05-02 00:00:00,Technology
41,161.29659212603852,2011-05-03 00:00:00,Technology
42,161.43351397608052,2011-05-04 00:00:00,Technology
43,160.36084153444352,2011-05-05 00:00:00,Technology
44,228.58253321067522,2011-05-06 00:00:00,Technology
45,229.36083463283865,2011-05-09 00:00:00,Technology
46,229.0407966350288,2011-05-10 00:00:00,Technology
47,231.28174792883246,2011-05-11 00:00:00,Technology
48,228.3910096552142,2011-05-12 00:00:00,Technology
49,229.33190174578863,2011-05-13 00:00:00,Technology
50,227.28828923020058,2011-05-16 00:00:00,Technology
51,225.4710503750248,2011-05-17 00:00:00,Technology
52,228.22621733291663,2011-05-18 00:00:00,Technology
53,229.9918770254747,2011-05-19 00:00:00,Technology
54,228.2139124535633,2011-05-20 00:00:00,Technology
55,226.12493217888832,2011-05-23 00:00:00,Technology
56,225.2204131072851,2011-05-24 00:00:00,Technology
57,224.94942736900023,2011-05-25 00:00:00,Technology
58,224.2717063599407,2011-05-26 00:00:00,Technology
59,224.5362427663378,2011-05-27 00:00:00,Technology
60,82.61946867119326,2011-05-30 00:00:00,Technology
61,224.31562803795083,2011-05-31 00:00:00,Technology
62,226.2961618393684,2011-06-01 00:00:00,Technology
63,222.675845772071,2011-06-02 00:00:00,Technology
64,220.7997063992789,2011-06-03 00:00:00,Technology
65,220.61334327958187,2011-06-06 00:00:00,Technology
66,219.7751928515906,2011-06-07 00:00:00,Technology
67,218.16917812759803,2011-06-08 00:00:00,Technology
68,218.8637048664764,2011-06-09 00:00:00,Technology
69,219.4846577067135,2011-06-10 00:00:00,Technology
70,218.17160599476327,2011-06-13 00:00:00,Technology
71,218.0466226619955,2011-06-14 00:00:00,Technology
72,217.30850810871647,2011-06-15 00:00:00,Technology
73,216.15246571141415,2011-06-16 00:00:00,Technology
74,217.14866914666638,2011-06-17 00:00:00,Technology
75,215.68435383259478,2011-06-20 00:00:00,Technology
76,216.27517768140967,2011-06-21 00:00:00,Technology
77,218.21666617182424,2011-06-22 00:00:00,Technology
78,216.92602935984291,2011-06-23 00:00:00,Technology
79,219.00857479655434,2011-06-24 00:00:00,Technology
80,219.04290600164614,2011-06-27 00:00:00,Technology
81,222.65142636684607,2011-06-28 00:00:00,Technology
82,224.9211224327193,2011-06-29 00:00:00,Technology
83,225.67698642117023,2011-06-30 00:00:00,Technology
84,227.3371423366814,2011-07-01 00:00:00,Technology
85,83.45044467266924,2011-07-04 00:00:00,Technology
86,228.8422022027258,2011-07-05 00:00:00,Technology
87,230.45414128830348,2011-07-06 00:00:00,Technology
88,232.19192027986398,2011-07-07 00:00:00,Technology
89,233.1739742631841,2011-07-08 00:00:00,Technology
90,231.1270124587393,2011-07-11 00:00:00,Technology
91,228.8508692550899,2011-07-12 00:00:00,Technology
92,228.12214076237876,2011-07-13 00:00:00,Technology
93,227.33278737424635,2011-07-14 00:00:00,Technology
94,227.67746242653965,2011-07-15 00:00:00,Technology
95,162.69882538018825,2011-07-18 00:00:00,Technology
96,229.31909741233417,2011-07-19 00:00:00,Technology
97,233.82802272548034,2011-07-20 00:00:00,Technology
98,233.40664492225673,2011-07-21 00:00:00,Technology
99,234.8955294458029,2011-07-22 00:00:00,Technology
100,234.0544792341882,2011-07-25 00:00:00,Technology
101,233.61496397856288,2011-07-26 00:00:00,Technology
102,232.25452558401793,2011-07-27 00:00:00,Technology
103,229.69789136191795,2011-07-28 00:00:00,Technology
104,229.64955469477349,2011-07-29 00:00:00,Technology
105,231.3570412402308,2011-08-01 00:00:00,Technology
106,226.67337708223246,2011-08-02 00:00:00,Technology
107,223.4821393090488,2011-08-03 00:00:00,Technology
108,222.54849165923403,2011-08-04 00:00:00,Technology
109,215.74633080694068,2011-08-05 00:00:00,Technology
110,211.59859339164657,2011-08-08 00:00:00,Technology
111,206.9915761102834,2011-08-09 00:00:00,Technology
112,210.27070966227635,2011-08-10 00:00:00,Technology
113,205.99920987707094,2011-08-11 00:00:00,Technology
114,210.63314974783688,2011-08-12 00:00:00,Technology
115,198.80851708004303,2011-08-15 00:00:00,Technology
116,213.9883073583725,2011-08-16 00:00:00,Technology
117,213.0993553645621,2011-08-17 00:00:00,Technology
118,207.97566280573184,2011-08-18 00:00:00,Technology
119,201.17992473600896,2011-08-19 00:00:00,Technology
120,199.54431516087521,2011-08-22 00:00:00,Technology
121,199.3432370983372,2011-08-23 00:00:00,Technology
122,203.8466457940902,2011-08-24 00:00:00,Technology
123,205.12879893719025,2011-08-25 00:00:00,Technology
124,201.93169889279616,2011-08-26 00:00:00,Technology
125,208.2216508943007,2011-08-29 00:00:00,Technology
126,213.07962682094825,2011-08-30 00:00:00,Technology
127,200.933409124588,2011-08-31 00:00:00,Technology
128,200.0529237388689,2011-09-01 00:00:00,Technology
129,210.3495892084517,2011-09-02 00:00:00,Technology
130,65.9835705950174,2011-09-05 00:00:00,Technology
131,203.1856571269143,2011-09-06 00:00:00,Technology
132,207.24101406106567,2011-09-07 00:00:00,Technology
133,208.65489265165212,2011-09-08 00:00:00,Technology
134,207.0814888360696,2011-09-09 00:00:00,Technology
135,200.50341483474892,2011-09-12 00:00:00,Technology
136,204.5505147842328,2011-09-13 00:00:00,Technology
137,206.5402236744214,2011-09-14 00:00:00,Technology
138,211.92922432805085,2011-09-15 00:00:00,Technology
139,214.67171088690944,2011-09-16 00:00:00,Technology
140,158.9314208845135,2011-09-19 00:00:00,Technology
141,216.47221317799097,2011-09-20 00:00:00,Technology
142,216.99080175731,2011-09-21 00:00:00,Technology
143,209.56560611867053,2011-09-22 00:00:00,Technology
144,154.37385714904292,2011-09-23 00:00:00,Technology
145,210.4735952624315,2011-09-26 00:00:00,Technology
146,214.15628397782174,2011-09-27 00:00:00,Technology
147,217.16526508628937,2011-09-28 00:00:00,Technology
148,216.9986832597173,2011-09-29 00:00:00,Technology
149,214.07458393881058,2011-09-30 00:00:00,Technology
150,210.14402426559425,2011-10-03 00:00:00,Technology
151,205.875326561517,2011-10-04 00:00:00,Technology
152,211.00416434133123,2011-10-05 00:00:00,Technology
153,178.01278433011586,2011-03-07 00:00:00,Industrials
154,178.00932843567088,2011-03-08 00:00:00,Industrials
155,179.1104451258077,2011-03-09 00:00:00,Industrials
156,176.8087524067536,2011-03-10 00:00:00,Industrials
157,174.39721527369014,2011-03-11 00:00:00,Industrials
158,174.80615487140003,2011-03-14 00:00:00,Industrials
159,167.22821813322653,2011-03-15 00:00:00,Industrials
160,170.53210864174451,2011-03-16 00:00:00,Industrials
161,170.55426933921632,2011-03-17 00:00:00,Industrials
162,172.86520080708388,2011-03-18 00:00:00,Industrials
163,173.46425106825103,2011-03-21 00:00:00,Industrials
164,173.74848301109478,2011-03-22 00:00:00,Industrials
165,171.65518751102272,2011-03-23 00:00:00,Industrials
166,173.1507445696804,2011-03-24 00:00:00,Industrials
167,173.97460862326375,2011-03-25 00:00:00,Industrials
168,174.01528832393373,2011-03-28 00:00:00,Industrials
169,172.91927311816906,2011-03-29 00:00:00,Industrials
170,175.24483425310666,2011-03-30 00:00:00,Industrials
171,175.8583394337531,2011-03-31 00:00:00,Industrials
172,176.47041975202487,2011-04-01 00:00:00,Industrials
173,180.20580025215452,2011-04-04 00:00:00,Industrials
174,179.1691430252567,2011-04-05 00:00:00,Industrials
175,179.8510029055104,2011-04-06 00:00:00,Industrials
176,178.77632909755698,2011-04-07 00:00:00,Industrials
177,178.53448433570583,2011-04-08 00:00:00,Industrials
178,177.2180327936561,2011-04-11 00:00:00,Industrials
179,175.38331441041294,2011-04-12 00:00:00,Industrials
180,176.89433847251846,2011-04-13 00:00:00,Industrials
181,175.34542458718562,2011-04-14 00:00:00,Industrials
182,176.5380116804862,2011-04-15 00:00:00,Industrials
183,174.31467976073876,2011-04-18 00:00:00,Industrials
184,175.73416120328986,2011-04-19 00:00:00,Industrials
185,179.64437489156876,2011-04-20 00:00:00,Industrials
186,180.1955818081402,2011-04-21 00:00:00,Industrials
187,176.19413503225576,2011-04-25 00:00:00,Industrials
188,175.99511382902915,2011-04-26 00:00:00,Industrials
189,177.79279209763573,2011-04-27 00:00:00,Industrials
190,180.29589866073155,2011-04-28 00:00:00,Industrials
191,181.3822369667106,2011-04-29 00:00:00,Industrials
192,181.63423363404158,2011-05-02 00:00:00,Industrials
193,179.81964809252847,2011-05-03 00:00:00,Industrials
194,180.58263917422133,2011-05-04 00:00:00,Industrials
195,178.23904757935472,2011-05-05 00:00:00,Industrials
196,178.71284985301583,2011-05-06 00:00:00,Industrials
197,177.5032536003482,2011-05-09 00:00:00,Industrials
198,178.9845443433034,2011-05-10 00:00:00,Industrials
199,179.13465285003878,2011-05-11 00:00:00,Industrials
200,177.29697019702024,2011-05-12 00:00:00,Industrials
201,178.73149316079318,2011-05-13 00:00:00,Industrials
202,176.20888886728977,2011-05-16 00:00:00,Industrials
203,175.13669838236817,2011-05-17 00:00:00,Industrials
204,174.28649723403637,2011-05-18 00:00:00,Industrials
205,176.73129615952934,2011-05-19 00:00:00,Industrials
206,177.17972499389157,2011-05-20 00:00:00,Industrials
207,131.24926887449683,2011-05-23 00:00:00,Industrials
208,173.70906949523146,2011-05-24 00:00:00,Industrials
209,170.29351064325363,2011-05-25 00:00:00,Industrials
210,171.92147618917616,2011-05-26 00:00:00,Industrials
211,174.55456058829367,2011-05-27 00:00:00,Industrials
212,42.614208888303104,2011-05-30 00:00:00,Industrials
213,176.41834893113347,2011-05-31 00:00:00,Industrials
214,175.0588865434954,2011-06-01 00:00:00,Industrials
215,171.53163602305708,2011-06-02 00:00:00,Industrials
216,169.56696861573587,2011-06-03 00:00:00,Industrials
217,169.10000628535428,2011-06-06 00:00:00,Industrials
218,167.70363394682732,2011-06-07 00:00:00,Industrials
219,167.69501489087892,2011-06-08 00:00:00,Industrials
220,168.1376817864466,2011-06-09 00:00:00,Industrials
221,167.56475554297296,2011-06-10 00:00:00,Industrials
222,166.07656366389926,2011-06-13 00:00:00,Industrials
223,167.62972334028504,2011-06-14 00:00:00,Industrials
224,167.36332800107866,2011-06-15 00:00:00,Industrials
225,166.41990754353327,2011-06-16 00:00:00,Industrials
226,169.05644599758938,2011-06-17 00:00:00,Industrials
227,167.16602233314407,2011-06-20 00:00:00,Industrials
228,169.41415435311865,2011-06-21 00:00:00,Industrials
229,170.09641853360677,2011-06-22 00:00:00,Industrials
230,167.32273242979656,2011-06-23 00:00:00,Industrials
231,168.0540124949636,2011-06-24 00:00:00,Industrials
232,165.41141316198244,2011-06-27 00:00:00,Industrials
233,167.76516569673828,2011-06-28 00:00:00,Industrials
234,170.31880228929137,2011-06-29 00:00:00,Industrials
235,171.02080710635303,2011-06-30 00:00:00,Industrials
236,129.76003030681326,2011-07-01 00:00:00,Industrials
237,43.56859394165116,2011-07-04 00:00:00,Industrials
238,175.52807729376656,2011-07-05 00:00:00,Industrials
239,173.81411159166933,2011-07-06 00:00:00,Industrials
240,175.66190121273883,2011-07-07 00:00:00,Industrials
241,174.04236580488495,2011-07-08 00:00:00,Industrials
242,171.58339549502728,2011-07-11 00:00:00,Industrials
