Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-07-01,14.71871032363627,15.345499800629351,14.480963550869136,15.042911529541016,831759,0.0,0.0
2002-07-02,14.480963731808053,15.38872586254353,14.480963731808053,15.345499992370605,664008,0.0,0.0
2002-07-03,15.561633270115474,15.561633270115474,15.107753541911444,15.194205284118652,564071,0.0,0.0
2002-07-04,15.453569527733105,15.669702525839067,15.237436529627143,15.561636924743652,1127138,0.0,0.0
2002-07-05,15.150981151634381,15.323888247719808,14.697099575431409,14.783553123474121,886627,0.0,0.0
2002-07-08,14.805165149138322,14.999685159470454,14.58903130545965,14.697097778320312,561511,0.0,0.0
2002-07-09,14.826778996479943,14.848391931889537,14.45935101290071,14.502577781677246,645430,0.0,0.0
2002-07-10,14.783551868266818,14.891619243123406,14.416124769260657,14.459351539611816,824759,0.0,0.0
2002-07-11,14.69709950057507,14.69709950057507,14.048697893557208,14.091924667358398,1085298,0.0,0.0
2002-07-12,14.351285100887486,14.351285100887486,13.810950885230767,13.8757905960083,1190587,0.0,0.0
2002-07-15,13.832563562897317,13.983857715130855,13.681270308621201,13.746110916137695,601900,0.0,0.0
2002-07-16,13.378682668598373,13.832563321462054,13.378682668598373,13.724496841430664,481133,0.0,0.0
2002-07-17,13.659658845995102,13.810952116603485,13.421911123379406,13.5083646774292,481361,0.0,0.0
2002-07-18,13.875788506331261,13.940629105301317,13.61642880432295,13.659655570983887,242271,0.0,0.0
2002-07-19,13.789335870966694,13.81094880531851,13.61642880432295,13.659655570983887,268673,0.0,0.0
2002-07-22,13.746112226169743,13.789339002647862,13.400297116387272,13.594817161560059,422784,0.0,0.0
2002-07-23,13.616431404603077,13.616431404603077,13.205776593924284,13.443523406982422,476780,0.0,0.0
2002-07-24,13.486749869090323,13.486749869090323,13.184163349655337,13.3138427734375,245518,0.0,0.0
2002-07-25,13.616428940940459,13.832561878456358,13.465134807130553,13.486747741699219,386192,0.0,0.0
2002-07-26,13.227388909839348,13.400295091669054,13.0328679961002,13.184162139892578,429509,0.0,0.0
2002-07-29,13.616429839360274,13.616429839360274,13.07609476604697,13.184162139892578,482230,0.0,0.0
2002-07-30,13.616430576863086,13.616430576863086,13.119322246571816,13.162549018859863,458984,0.0,0.0
2002-07-31,13.18416279624285,13.659657289328967,12.665441531057994,13.551589012145996,930917,0.0,0.0
2002-08-01,13.400294949564445,13.443521719052812,12.924800485192405,13.076094627380371,605368,0.0,0.0
2002-08-02,13.011256400767591,13.097709949569186,12.881575179607735,13.032869338989258,275205,0.0,0.0
2002-08-05,13.097711145719092,13.184164702416068,13.011257589022117,13.054484367370605,130495,0.0,0.0
2002-08-06,13.119323185026085,13.119323185026085,12.92480224683664,12.968029022216797,265438,0.0,0.0
2002-08-07,13.16254996040624,13.205776735786396,12.881575471456484,12.968029022216797,289381,0.0,0.0
2002-08-08,13.119323185026085,13.119323185026085,12.903189308125306,12.968029022216797,179076,0.0,0.0
2002-08-09,12.946416083505461,13.054483470934594,12.903189308125306,12.968029022216797,220985,0.0,0.0
2002-08-12,12.968027254680772,13.097708461103236,12.881573715704036,13.076094627380371,162112,0.0,0.0
2002-08-13,13.032869228724282,13.184163386825777,12.96802861869294,13.119322776794434,69346,0.0,0.0
2002-08-14,13.032869995589417,13.184164162593188,13.032869995589417,13.097710609436035,80766,0.0,0.0
2002-08-15,13.097710609436035,13.097710609436035,13.097710609436035,13.097710609436035,0,0.0,0.0
2002-08-16,13.18416279624285,13.724496998498367,13.076095417017296,13.551589012145996,323878,0.0,0.0
2002-08-19,13.486749355014041,14.048697394465863,13.313842265951942,13.940630912780762,373866,0.0,0.0
2002-08-20,14.17837941571353,14.524193635409718,13.875791973479368,14.308060646057129,650490,0.0,0.0
2002-08-21,14.589031955109762,14.589031955109762,13.832563019570147,14.37289810180664,272707,0.0,0.0
2002-08-22,14.480965307831182,14.480965307831182,13.89740432353998,13.962244033813477,186360,0.0,0.0
2002-08-23,14.048697655096355,14.264832418391116,13.875790562826495,14.070310592651367,168751,0.0,0.0
2002-08-26,14.178379107567562,14.264833558570178,13.91901844843224,13.983859062194824,95105,0.0,0.0
2002-08-27,13.983857977914107,14.070310626298337,13.854177658401602,13.8757905960083,127986,0.0,0.0
2002-08-28,13.962245457959467,13.962245457959467,13.594817402407294,13.810952186584473,175578,0.0,0.0
2002-08-29,13.832564381224579,13.875791156140373,13.421910468503262,13.443523406982422,130440,0.0,0.0
2002-08-30,13.400294974416314,14.221604494175839,13.335455269042194,14.048696517944336,466436,0.0,0.0
2002-09-02,14.264830346961258,14.632256517743729,14.113535316258885,14.243216514587402,451535,0.0,0.0
2002-09-03,14.156763768438418,14.156763768438418,13.875790199829021,14.027084350585938,206689,0.0,0.0
2002-09-04,13.832564382346453,14.52419278105527,13.832564382346453,14.221606254577637,387018,0.0,0.0
