Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-01-12,0.8474032046014002,0.8474032046014002,0.8154258131980896,0.8154258131980896,166300,0.0,0.0
1995-01-13,0.8077509999275208,0.8077509999275208,0.7834483868826096,0.8077509999275208,254157,0.0,0.0
1995-01-16,0.7917624115943909,0.8154258867046109,0.7917624115943909,0.7917624115943909,333385,0.0,0.0
1995-01-17,0.7994371174964343,0.8154258131980896,0.7994371174964343,0.8154258131980896,112959,0.0,0.0
1995-01-18,0.815425776860938,0.8237396949166849,0.8077509999275208,0.8077509999275208,76875,0.0,0.0
1995-01-19,0.8154258131980896,0.8237397316243228,0.8154258131980896,0.8154258131980896,154534,0.0,0.0
1995-01-20,0.8237395882606506,0.8237395882606506,0.8154256712813719,0.8237395882606506,109821,0.0,0.0
1995-01-23,0.8154258131980896,0.8154258131980896,0.7994371174964343,0.8154258131980896,207875,0.0,0.0
1995-01-24,0.815425776860938,0.815425776860938,0.8077509999275208,0.8077509999275208,194540,0.0,0.0
1995-01-25,0.8077509035097306,0.8077509035097306,0.7834482933657188,0.7994369864463806,84719,0.0,0.0
1995-01-26,0.7994371174964343,0.8154258131980896,0.7917623402210122,0.8154258131980896,140414,0.0,0.0
1995-01-27,0.815425776860938,0.815425776860938,0.7994370818717739,0.8077509999275208,193755,0.0,0.0
1995-01-30,0.7994369864463806,0.8077509035097306,0.7994369864463806,0.7994369864463806,64324,0.0,0.0
1995-01-31,0.7994369864463806,0.8077509035097306,0.7917622104290687,0.7994369864463806,138060,0.0,0.0
1995-02-01,0.7994369864463806,0.8077509035097306,0.7917622104290687,0.7994369864463806,190618,0.0,0.0
1995-02-02,0.7917621576482077,0.7917621576482077,0.7757734656333923,0.7757734656333923,206306,0.0,0.0
1995-02-03,0.7757736800905652,0.7834484577178955,0.7757736800905652,0.7834484577178955,338091,0.0,0.0
1995-02-06,0.7757733676108742,0.7834481421468233,0.7597846776163031,0.7674594521522522,538122,0.0,0.0
1995-02-07,0.7674596538532691,0.7674596538532691,0.7514709596566062,0.7597848773002625,227486,0.0,0.0
1995-02-08,0.7597848277431185,0.7597848277431185,0.7194930458903929,0.7354817390441895,366331,0.0,0.0
1995-02-09,0.7354817870161587,0.7597848773002625,0.7354817870161587,0.7597848773002625,525571,0.0,0.0
1995-02-10,0.7597846776163031,0.7674594521522522,0.7597846776163031,0.7674594521522522,138845,0.0,0.0
1995-02-13,0.7674594521522522,0.7674594521522522,0.751470762157681,0.7674594521522522,219642,0.0,0.0
1995-02-14,0.7597848773002625,0.7674596538532691,0.7514709596566062,0.7597848773002625,302007,0.0,0.0
1995-02-15,0.7757838386418393,0.7757838386418393,0.7431330951765788,0.7509689927101135,151396,0.031233,0.0
1995-02-16,0.7509689927101135,0.759458466909209,0.7509689927101135,0.7509689927101135,82366,0.0,0.0
1995-02-17,0.7509689927101135,0.7672948529612269,0.7509689927101135,0.7509689927101135,105899,0.0,0.0
1995-02-20,0.7509691394951373,0.7672950029373169,0.7509691394951373,0.7672950029373169,44713,0.0,0.0
1995-02-21,0.7594583034515381,0.7594583034515381,0.7431329352326052,0.7594583034515381,177282,0.0,0.0
1995-02-22,0.7594586153535925,0.7672950029373169,0.7509691394951373,0.7672950029373169,174929,0.0,0.0
1995-02-23,0.7672950029373169,0.7672950029373169,0.7594586153535925,0.7672950029373169,213366,0.0,0.0
1995-02-24,0.7672950029373169,0.7672950029373169,0.7594586153535925,0.7672950029373169,101192,0.0,0.0
1995-02-27,0.7757839902771935,0.7757839902771935,0.7594586153535925,0.7672950029373169,167085,0.0,0.0
1995-02-28,0.7672950029373169,0.7672950029373169,0.7594586153535925,0.7672950029373169,146689,0.0,0.0
1995-03-01,0.7594584846452426,0.7672948708802677,0.7346436381340027,0.7346436381340027,429086,0.0,0.0
1995-03-02,0.7346436381340027,0.750969010247888,0.7346436381340027,0.7346436381340027,143551,0.0,0.0
1995-03-03,0.7431329352326052,0.7594583034515381,0.7346434628606928,0.7594583034515381,448696,0.0,0.0
1995-03-06,0.7672948529612269,0.7672948529612269,0.7509689927101135,0.7509689927101135,240821,0.0,0.0
1995-03-07,0.7509688310796256,0.7594583034515381,0.7509688310796256,0.7594583034515381,154534,0.0,0.0
1995-03-08,0.7509688310796256,0.7594583034515381,0.7509688310796256,0.7594583034515381,312989,0.0,0.0
1995-03-09,0.7594586153535925,0.7672950029373169,0.7509691394951373,0.7672950029373169,83934,0.0,0.0
1995-03-10,0.7757839902771935,0.7757839902771935,0.7594586153535925,0.7672950029373169,138845,0.0,0.0
1995-03-13,0.7672947922282469,0.7836201626686902,0.7672947922282469,0.7757837772369385,88641,0.0,0.0
1995-03-14,0.7757837772369385,0.7757837772369385,0.7672947922282469,0.7757837772369385,137276,0.0,0.0
1995-03-15,0.767295535621445,0.7999463081359863,0.767295535621445,0.7999463081359863,241606,0.0,0.0
1995-03-16,0.7921092241321912,0.7921092241321912,0.7757838521160143,0.7836202383041382,801692,0.0,0.0
1995-03-17,0.7836202383041382,0.7836202383041382,0.7757838521160143,0.7836202383041382,302007,0.0,0.0
1995-03-20,0.7836201626686902,0.7836201626686902,0.7757837772369385,0.7757837772369385,187480,0.0,0.0
1995-03-21,0.7836205007695676,0.7999458782537576,0.7757841119567279,0.792109489440918,173360,0.0,0.0
1995-03-22,0.7921099151119564,0.7999463081359863,0.7836209218787157,0.7999463081359863,163162,0.0,0.0
1995-03-23,0.792109489440918,0.808434866925108,0.792109489440918,0.792109489440918,104330,0.0,0.0
1995-03-24,0.7999457181933912,0.8247600793838501,0.7999457181933912,0.8247600793838501,110605,0.0,0.0
1995-03-27,0.8247598885582681,0.8247598885582681,0.7757837772369385,0.7757837772369385,286319,0.0,0.0
1995-03-28,0.7757838521160143,0.7836202383041382,0.7672948662879613,0.7836202383041382,105899,0.0,0.0
1995-03-29,0.7921092241321912,0.7921092241321912,0.7836202383041382,0.7836202383041382,98839,0.0,0.0
1995-03-30,0.7836209218787157,0.816271694393257,0.7836209218787157,0.7999463081359863,233761,0.0,0.0
1995-03-31,0.7999457181933912,0.8325964666287146,0.7999457181933912,0.8247600793838501,73737,0.0,0.0
1995-04-03,0.8247600793838501,0.8247600793838501,0.8084347051661883,0.8247600793838501,68246,0.0,0.0
1995-04-04,0.8084346796679466,0.8162710666656494,0.8084346796679466,0.8162710666656494,25886,0.0,0.0
1995-04-05,0.8162708715133568,0.8162708715133568,0.7999455017136361,0.8084344863891602,71384,0.0,0.0
1995-04-06,0.8084344863891602,0.8162708715133568,0.8084344863891602,0.8084344863891602,52557,0.0,0.0
1995-04-07,0.8084346796679466,0.8162710666656494,0.8084346796679466,0.8162710666656494,69030,0.0,0.0
1995-04-10,0.8162708715133568,0.8162708715133568,0.8084344863891602,0.8084344863891602,77659,0.0,0.0
1995-04-11,0.8084346796679466,0.8247600533707017,0.7999456929628942,0.8162710666656494,1009567,0.0,0.0
1995-04-12,0.808435301369227,0.808435301369227,0.7921099151119564,0.7999463081359863,28240,0.0,0.0
1995-04-13,0.8084344863891602,0.8162708715133568,0.7999455017136361,0.8084344863891602,79228,0.0,0.0
1995-04-17,0.8162710666656494,0.8247600533707017,0.8084346796679466,0.8162710666656494,167085,0.0,0.0
1995-04-18,0.8084344863891602,0.8162708715133568,0.7999455017136361,0.8084344863891602,279259,0.0,0.0
1995-04-19,0.808435301369227,0.808435301369227,0.7921099151119564,0.7999463081359863,76090,0.0,0.0
1995-04-20,0.7999458782537576,0.7999458782537576,0.7836205007695676,0.792109489440918,37653,0.0,0.0
1995-04-21,0.792109489440918,0.7999458782537576,0.792109489440918,0.792109489440918,93348,0.0,0.0
1995-04-24,0.7999456103203151,0.7999456103203151,0.7757838521160143,0.7836202383041382,381235,0.0,0.0
1995-04-25,0.7757841119567279,0.792109489440918,0.7757841119567279,0.792109489440918,50988,0.0,0.0
1995-04-26,0.7921092241321912,0.7921092241321912,0.7836202383041382,0.7836202383041382,149043,0.0,0.0
1995-04-27,0.7836209218787157,0.808435301369227,0.7836209218787157,0.7999463081359863,838560,0.0,0.0
1995-04-28,0.8084346796679466,0.8162710666656494,0.7999456929628942,0.8162710666656494,132569,0.0,0.0
1995-05-01,0.8162710924110529,0.8247600793838501,0.8084347051661883,0.8247600793838501,223564,0.0,0.0
1995-05-02,0.8247600793838501,0.8325964666287146,0.8162710924110529,0.8247600793838501,247881,0.0,0.0
1995-05-03,0.8325964212417603,0.8325964212417603,0.8247600344240772,0.8325964212417603,166300,0.0,0.0
1995-05-04,0.8325962111731584,0.8489215803819019,0.8247598263326382,0.8410851955413818,373391,0.0,0.0
1995-05-05,0.8489219674299358,0.8652473440818899,0.8489219674299358,0.8574114441871643,419672,0.0,0.0
1995-05-08,0.8574110571463601,0.8978976310042682,0.8489215842213337,0.8900617957115173,473014,0.0,0.0
1995-05-09,0.8978976310042682,0.8978976310042682,0.8815723227864908,0.8900617957115173,264354,0.0,0.0
1995-05-10,0.8900625066889252,0.9142237305641174,0.8815730269825455,0.9142237305641174,395355,0.0,0.0
1995-05-11,0.9142230302007734,0.9468743194175114,0.9142230302007734,0.9227125644683838,185911,0.0,0.0
1995-05-12,0.9227124909242963,0.94687424394763,0.9227124909242963,0.9390378594398499,229839,0.0,0.0
1995-05-15,0.9553143460899605,0.963286559847375,0.9466782212257385,0.9466782212257385,246312,0.031233,0.0
1995-05-16,0.9553143460899605,0.9553143460899605,0.938706007468324,0.9466782212257385,79228,0.0,0.0
1995-05-17,0.9466780139759181,0.9466780139759181,0.9300691198811601,0.9387058019638062,166300,0.0,0.0
1995-05-18,0.9300691198811601,0.9466780139759181,0.9300691198811601,0.9387058019638062,75306,0.0,0.0
1995-05-19,0.9300691198811601,0.9466780139759181,0.9300691198811601,0.9387058019638062,87072,0.0,0.0
1995-05-23,0.9466782212257385,0.9553143460899605,0.9466782212257385,0.9466782212257385,231408,0.0,0.0
1995-05-24,0.9553143460899605,0.9553143460899605,0.9466782212257385,0.9466782212257385,1576713,0.0,0.0
1995-05-25,0.9553141369494921,0.9553141369494921,0.9300691198811601,0.9387058019638062,160809,0.0,0.0
1995-05-26,0.9387063723125115,0.9387063723125115,0.9220980272357595,0.9300696849822998,244744,0.0,0.0
1995-05-29,0.9387063723125115,0.9387063723125115,0.9220980272357595,0.9300696849822998,167085,0.0,0.0
1995-05-30,0.9300695782027897,0.9300695782027897,0.92209792137146,0.92209792137146,221995,0.0,0.0
1995-05-31,0.92209792137146,0.9300695782027897,0.9134612350328096,0.92209792137146,605583,0.0,0.0
1995-06-01,0.9300696849822998,0.9553147173892637,0.9300696849822998,0.9300696849822998,163947,0.0,0.0
1995-06-02,0.9300694318795789,0.9553144574165344,0.9300694318795789,0.9553144574165344,131001,0.0,0.0
1995-06-05,0.9553144574165344,0.9632866721029827,0.9466783315459106,0.9553144574165344,234546,0.0,0.0
1995-06-06,0.9466783315459106,0.9553144574165344,0.9466783315459106,0.9553144574165344,147474,0.0,0.0
1995-06-07,0.9466783315459106,0.9553144574165344,0.9466783315459106,0.9553144574165344,235330,0.0,0.0
1995-06-08,0.9553144574165344,0.9553144574165344,0.9466783315459106,0.9553144574165344,91779,0.0,0.0
1995-06-09,0.9553141369494921,0.963286348961604,0.9387058019638062,0.9387058019638062,184342,0.0,0.0
1995-06-12,0.9300691198811601,0.9466780139759181,0.9300691198811601,0.9387058019638062,271414,0.0,0.0
1995-06-13,0.9466785891684637,0.9466785891684637,0.9300696849822998,0.9300696849822998,187480,0.0,0.0
1995-06-14,0.9300693234949076,0.9553143460899605,0.9300693234949076,0.9466782212257385,218073,0.0,0.0
1995-06-15,0.9466783315459106,0.9632866721029827,0.9466783315459106,0.9553144574165344,145120,0.0,0.0
1995-06-16,0.9466785891684637,0.9466785891684637,0.9300696849822998,0.9300696849822998,180420,0.0,0.0
1995-06-19,0.9466782212257385,0.963286559847375,0.9300693234949076,0.9466782212257385,196893,0.0,0.0
1995-06-20,0.9553141369494921,0.963286348961604,0.9387058019638062,0.9387058019638062,169438,0.0,0.0
