startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
1448.2147929067216,2001-09-17 00:00:00,1370.8073140428585,2001-09-21 00:00:00,77.40747886386316,5.345027494747384,1787.88733056966,2001-10-17 00:00:00,1523.71965436689,2002-02-22 00:00:00,-264.16767620277005,-14.775409595782552,128.0,1682.262265074772,2002-03-07 00:00:00,13.0,158.54261070788198,10.404972479911793
