sector,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
Energy,3172.662353515625,2022-03-09 00:00:00,2577.9220779220777,2022-03-10 00:00:00,594.7402755935473,-18.74577907524625,1.0,3341.103888177252,2022-04-14 00:00:00,35.0,763.1818102551742,29.60453369755588
Consumer Defensive,13866.890623448944,2022-03-01 00:00:00,12402.014820630064,2022-03-08 00:00:00,1464.8758028188804,-10.563837579722248,7.0,14080.51948051948,2022-04-07 00:00:00,30.0,1678.5046598894169,13.53412880217912
Healthcare,14021.038897625813,2022-03-02 00:00:00,12925.974025974025,2022-03-07 00:00:00,1095.064871651788,-7.810155008108676,5.0,16440.25974025974,2022-04-11 00:00:00,35.0,3514.2857142857138,27.187782578117147
Financial Services,895.7619081343341,2022-02-24 00:00:00,587.2958596993627,2022-03-08 00:00:00,308.4660484349714,-34.43616497127403,12.0,891.194826596743,2022-03-28 00:00:00,20.0,303.8989668973803,51.745463871130724
Basic Materials,8015.886887719297,2022-03-03 00:00:00,6679.220779220779,2022-03-15 00:00:00,1336.666108498518,-16.675211704226406,12.0,8077.922077922078,2022-04-04 00:00:00,20.0,1398.7012987012986,20.941084969861947
