sector,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
Energy,3186.4190562614986,2020-01-20 00:00:00,456.74877380844686,2021-11-03 00:00:00,2729.6702824530516,-85.66576568418051,653.0,2765.4759832512964,2021-11-17 00:00:00,14.0,2308.7272094428495,505.4698210117348
Consumer Defensive,13899.482086733116,2021-05-18 00:00:00,10168.237883824091,2021-05-28 00:00:00,3731.2442029090253,-26.844483698212407,10.0,14176.842916678374,2021-06-18 00:00:00,21.0,4008.6050328542824,39.42280932698555
Healthcare,13655.165698301676,2020-07-20 00:00:00,10490.53089595778,2020-12-24 00:00:00,3164.634802343897,-23.17536727318871,157.0,14894.941198281678,2021-11-05 00:00:00,316.0,4404.410302323899,41.984627336839644
Financial Services,889.9023256623866,2020-02-12 00:00:00,453.5985896860992,2020-09-24 00:00:00,436.3037359762874,-49.028272361411204,225.0,862.2561219515183,2021-10-27 00:00:00,398.0,408.65753226541904,90.09232867064678
Basic Materials,8956.539600961158,2021-05-10 00:00:00,6047.273913587479,2021-11-18 00:00:00,2909.2656873736787,-32.482027847691036,192.0,6468.938669954083,2021-11-25 00:00:00,7.0,421.6647563666038,6.972807291218859
