,Open,Date,ChangePercentage
0,345.0661398903968,2015-06-01 00:00:00,0.0
1,346.5220243505963,2015-06-02 00:00:00,0.4219146105329098
2,346.90416194794426,2015-06-03 00:00:00,0.11027801135125084
3,347.0211664816822,2015-06-04 00:00:00,0.03372820120719626
4,345.00271742742694,2015-06-05 00:00:00,-0.5816501266247119
5,343.8557496691772,2015-06-08 00:00:00,-0.33245180409078956
6,337.3362284892387,2015-06-09 00:00:00,-1.8960047014513899
7,341.6803302943666,2015-06-10 00:00:00,1.2877661627341384
8,343.49220186179355,2015-06-11 00:00:00,0.5302826668031912
9,343.43185647667065,2015-06-12 00:00:00,-0.017568196540071947
10,343.5159421991844,2015-06-15 00:00:00,0.024483961207442707
11,347.87630473187784,2015-06-16 00:00:00,1.2693333837080345
12,351.8467575464825,2015-06-17 00:00:00,1.141340401918098
13,348.4062607656395,2015-06-18 00:00:00,-0.9778395585721587
14,343.1571927252544,2015-06-19 00:00:00,-1.5065940631635129
15,347.83862424822144,2015-06-22 00:00:00,1.3642236334283075
16,353.413102218321,2015-06-23 00:00:00,1.602604650977908
17,352.32820976400603,2015-06-24 00:00:00,-0.30697573109351656
18,353.4869472587407,2015-06-25 00:00:00,0.3288801358003146
19,350.23952993899616,2015-06-26 00:00:00,-0.9186809710876128
20,343.4496508929133,2015-06-29 00:00:00,-1.9386386931439392
21,340.00076616430795,2015-06-30 00:00:00,-1.0041893242979976
22,341.1119037696302,2015-07-02 00:00:00,0.3268044416068433
23,341.394516548811,2015-07-03 00:00:00,0.08285045935296861
24,339.2480230733602,2015-07-06 00:00:00,-0.6287428096824541
25,340.711783993743,2015-07-07 00:00:00,0.4314722034699321
26,341.08068846862795,2015-07-08 00:00:00,0.10827464508587287
27,339.5566400599995,2015-07-09 00:00:00,-0.4468292870731199
28,337.91383603220106,2015-07-10 00:00:00,-0.483808541487556
29,342.0116888642128,2015-07-13 00:00:00,1.212691637646116
30,342.1177087728248,2015-07-14 00:00:00,0.030998913798567024
31,343.22046546448496,2015-07-15 00:00:00,0.3223325374227871
32,345.6936527283081,2015-07-16 00:00:00,0.7205826903346662
33,347.9459735805541,2015-07-17 00:00:00,0.6515366523134166
34,350.61249986574643,2015-07-20 00:00:00,0.766362161847232
35,350.2612118647413,2015-07-21 00:00:00,-0.10019266316506927
36,345.4487384144677,2015-07-22 00:00:00,-1.373966995846524
37,346.258738581797,2015-07-23 00:00:00,0.2344776741831542
38,344.2720154827005,2015-07-24 00:00:00,-0.5737683638638783
39,340.7615227939577,2015-07-27 00:00:00,-1.019685751634736
40,339.6352307983414,2015-07-28 00:00:00,-0.3305220572973216
41,342.11251189819274,2015-07-29 00:00:00,0.7293946196418628
42,352.7684661072627,2015-07-30 00:00:00,3.114751386889069
43,353.5621698818631,2015-07-31 00:00:00,0.22499283548746687
44,356.6745659653793,2015-08-04 00:00:00,0.8802966914011676
45,359.34909483493925,2015-08-05 00:00:00,0.7498512999717337
46,357.75016357326604,2015-08-06 00:00:00,-0.4449520771459453
47,353.69398225710563,2015-08-07 00:00:00,-1.1338027845037484
48,352.44181280104584,2015-08-10 00:00:00,-0.35402622574154174
49,349.2760779013947,2015-08-11 00:00:00,-0.8982290933335524
50,348.8823282167519,2015-08-12 00:00:00,-0.1127330812372285
51,347.8856088044669,2015-08-13 00:00:00,-0.2856892802164871
52,348.1398508039212,2015-08-14 00:00:00,0.0730820686512443
53,346.4536066022267,2015-08-17 00:00:00,-0.48435828239732376
54,343.9811604603673,2015-08-18 00:00:00,-0.7136442209701503
55,341.36072616201403,2015-08-19 00:00:00,-0.7617958770899507
56,333.40681956246976,2015-08-20 00:00:00,-2.3300590811871094
