startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
83.05764762183018,2015-06-01 00:00:00,78.50916736858105,2016-02-25 00:00:00,4.548480253249139,5.47629313312463,90.99419828111974,2015-12-30 00:00:00,78.50916736858105,2016-02-25 00:00:00,-12.48503091253869,-13.720688954220053,57.0,79.13220211373964,2016-02-29 00:00:00,4.0,0.6230347451585914,0.793582158671481
