startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
623.2815335258333,2015-06-01 00:00:00,464.1614438266288,2016-02-12 00:00:00,159.12008969920453,25.529408644449987,695.8996359428244,2015-07-31 00:00:00,464.1614438266288,2016-02-12 00:00:00,-231.7381921161956,-33.300519233959676,196.0,491.5220597975481,2016-02-18 00:00:00,6.0,27.360615970919298,5.894633501945693
