startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
23013.171399998988,2015-06-01 00:00:00,18089.782174205608,2016-01-21 00:00:00,4923.38922579338,21.393788540564195,23013.171399998988,2015-06-01 00:00:00,18089.782174205608,2016-01-21 00:00:00,-4923.38922579338,-21.393788540564195,234.0,19712.0220272917,2016-02-26 00:00:00,36.0,1622.239853086092,8.967713582528699
