Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,year,USD_value,OpenUSD,HighUSD,LowUSD,CloseUSD
1996-11-22,2.859825611114502,2.859825611114502,2.859825611114502,2.859825611114502,27600,0.0,0.0,1996,1.363522,2.097381348533065,2.097381348533065,2.097381348533065,2.097381348533065
1996-11-25,2.8681554724210465,2.887590885162353,2.8681554724210465,2.887590885162353,134400,0.0,0.0,1996,1.363522,2.103490425839148,2.1177442572707688,2.103490425839148,2.1177442572707688
1996-11-26,2.8875906284218966,2.8875906284218966,2.851496293682962,2.870931386947632,3405600,0.0,0.0,1996,1.363522,2.117744068978643,2.117744068978643,2.091272670102105,2.1055262672312085
1996-11-27,2.8709322610322907,2.970887422561645,2.8626027966334693,2.970887422561645,12735600,0.0,0.0,1996,1.363522,2.1055269082803876,2.1788335080487484,2.0994181220643813,2.1788335080487484
1996-11-28,2.9597815079281804,3.023641364445196,2.9597815079281804,3.012535095214844,889200,0.0,0.0,1996,1.363522,2.1706884875551555,2.217522976853469,2.1706884875551555,2.209377696300349
1996-11-29,3.0125357401350787,3.1097147428957896,3.0125357401350787,3.0652899742126465,8145600,0.0,0.0,1996,1.363522,2.2093781692815218,2.280648748531956,2.2093781692815218,2.248067852379827
1996-12-02,3.0652880101075057,3.0652880101075057,3.0375225077528927,3.0625112056732178,3350400,0.0,0.0,1996,1.363522,2.2480664119152505,2.2480664119152505,2.2277033357385454,2.246029917869472
1996-12-03,3.095830036515787,3.165243482616064,3.059735705460669,3.0680651664733887,34188000,0.0,0.0,1996,1.363522,2.270465776508034,2.321373239754154,2.243994380333188,2.2501031640658447
1996-12-04,3.059735553979525,3.059735553979525,2.904249429702759,2.904249429702759,7599600,0.0,0.0,1996,1.363522,2.2439942692376986,2.2439942692376986,2.1299615478905065,2.1299615478905065
1996-12-05,2.912612881085111,2.912612881085111,2.7704661703149425,2.842932939529419,4458000,0.016667,0.0,1996,1.363522,2.1360952599848857,2.1360952599848857,2.0318455956815824,2.0849923503466896
1996-12-06,2.75931751680412,2.837358905367962,2.7453817823952305,2.815061092376709,4011600,0.0,0.0,1996,1.363522,2.0236692307158375,2.0809043824507136,2.0134488349987976,2.0645512814437237
1996-12-09,2.8150600191535755,2.9265477657318115,2.8150600191535755,2.9265477657318115,2860800,0.0,0.0,1996,1.363522,2.0645504943474147,2.1463150324907203,2.0645504943474147,2.1463150324907203
1996-12-10,2.926548257812959,2.926548257812959,2.8986761569976807,2.8986761569976807,3447600,0.0,0.0,1996,1.363522,2.146315393380495,2.146315393380495,2.1258741384427102,2.1258741384427102
1996-12-11,2.8708053058863268,2.8708053058863268,2.787189623558929,2.815061092376709,5535600,0.0,0.0,1996,1.363522,2.105433800031336,2.105433800031336,2.0441104900096434,2.0645512814437237
1996-12-12,2.828997342991484,2.837358783277027,2.759317398071289,2.759317398071289,4408800,0.0,0.0,1996,1.363522,2.0747720557434968,2.080904292909852,2.023669143637792,2.023669143637792
1996-12-13,2.7537426371855207,2.7537426371855207,2.675701265224876,2.711934804916382,4390800,0.0,0.0,1996,1.363522,2.0195806427659555,2.0195806427659555,1.9623455032077781,1.9889189942783336
1996-12-16,2.7119346044168147,2.725870334830596,2.6617653369903564,2.6617653369903564,3745200,0.0,0.0,1996,1.363522,1.9889188472329855,1.9991392400200336,1.9521249653400214,1.9521249653400214
1996-12-17,2.661765366752115,2.773252487182617,2.661765366752115,2.773252487182617,4257600,0.0,0.0,1996,1.363522,1.9521249871671413,2.0338890660969295,1.9521249871671413,2.0338890660969295
1996-12-18,2.787189623558929,2.815061092376709,2.787189623558929,2.815061092376709,1821600,0.0,0.0,1996,1.363522,2.0441104900096434,2.0645512814437237,2.0441104900096434,2.0645512814437237
1996-12-19,2.820635748198596,2.8847407581465814,2.820635748198596,2.870805025100708,1512000,0.0,0.0,1996,1.363522,2.068639705262252,2.1156539888220225,2.068639705262252,2.1054335941046114
1996-12-20,2.898676500864783,2.9822921752929688,2.881953302185449,2.9822921752929688,2404800,0.0,0.0,1996,1.363522,2.1258743906330686,2.1871976948615197,2.1136096830014104,2.1871976948615197
1996-12-23,2.968355867777696,2.976717306015053,2.948845207287018,2.957206964492798,348000,0.0,0.0,1996,1.363522,2.176976878831215,2.1831091144954415,2.1626678610884302,2.1688003306824517
1996-12-24,2.968355754017986,2.9822914838795054,2.959994316101074,2.959994316101074,160800,0.0,0.0,1996,1.363522,2.176976795400431,2.187197187782453,2.1708445599712176,2.1708445599712176
1996-12-27,2.959993875602104,2.968355312274688,2.943270683288574,2.943270683288574,549600,0.0,0.0,1996,1.363522,2.1708442369115453,2.1769764714281754,2.158579533948535,2.158579533948535
1996-12-30,2.940483390825838,2.940483390825838,2.8986755670797986,2.901463031768799,1230000,0.0,0.0,1996,1.363522,2.1565353480368032,2.1565353480368032,2.125873705799979,2.127918018021564
1996-12-31,2.901461966037617,2.909823400128248,2.881951315222949,2.904249429702759,282000,0.0,0.0,1996,1.363522,2.1279172364198136,2.1340494690428526,2.113608225773364,2.1299615478905065
1997-01-02,2.890313908269744,2.907036781311035,2.8847396172559807,2.907036781311035,573600,0.0,0.0,1997,1.384598,2.0874751431605016,2.099552925333588,2.083449215769473,2.099552925333588
1997-01-03,2.909824245786274,2.932121728809686,2.898675344790389,2.907036781311035,484800,0.0,0.0,1997,1.384598,2.10156611939803,2.1176700593310738,2.093514034247044,2.099552925333588
1997-01-06,2.879165256506253,2.8958884481108504,2.8568674550545565,2.8652288913726807,6752400,0.0,0.0,1997,1.384598,2.079423238012949,2.0915012502624233,2.063319068101035,2.0693579590413105
1997-01-07,2.870805307814359,2.870805307814359,2.828997466622582,2.8540821075439453,1797600,0.0,0.0,1997,1.384598,2.0733854214828846,2.0733854214828846,2.043190490396911,2.0613074029746867
1997-01-08,2.85408116587582,2.85408116587582,2.82620906829834,2.82620906829834,3697200,0.0,0.0,1997,1.384598,2.0613067228725015,2.0613067228725015,2.041176621877498,2.041176621877498
1997-01-09,2.8094862501856195,2.8206354734733696,2.7732527098584674,2.8011248111724854,5066400,0.0,0.0,1997,1.384598,2.0290988793755442,2.0371511972958,2.002929882795199,2.0230599864888474
1997-01-10,2.798336970720859,2.82620906829834,2.781613775968053,2.82620906829834,394800,0.0,0.0,1997,1.384598,2.0210465208824937,2.041176621877498,2.008968506359285,2.041176621877498
1997-01-13,2.826207575183083,2.83178186416626,2.815058678248489,2.83178186416626,230400,0.0,0.0,1997,1.384598,2.0411755435029395,2.045201469427415,2.033123461285145,2.045201469427415
1997-01-14,2.8317832130371503,2.9265477657318115,2.8317832130371503,2.9265477657318115,1554000,0.0,0.0,1997,1.384598,2.0452024436241785,2.1136443687856055,2.0452024436241785,2.1136443687856055
1997-01-15,2.9265483261637244,2.9544204276299677,2.9209740334578576,2.946058988571167,2694000,0.0,0.0,1997,1.384598,2.113644773547069,2.133774877350659,2.10961884493395,2.1277359844309807
1997-01-16,2.954420626567352,2.954420626567352,2.909825325012207,2.909825325012207,978000,0.0,0.0,1997,1.384598,2.1337750210294626,2.1337750210294626,2.1015668988487683,2.1015668988487683
1997-01-17,2.9153992654369323,2.9265481692192283,2.9042509995915102,2.9126124382019043,882000,0.0,0.0,1997,1.384598,2.1055925730334235,2.113644660196843,2.097540946607976,2.103579839203801
1997-01-20,2.90425019661212,2.912611632910709,2.8763781043467915,2.8931009769439697,915600,0.0,0.0,1997,1.384598,2.097540366671135,2.1035792575973016,2.0774102695127334,2.0894880513650675
1997-01-21,2.887527890814773,2.904251087510251,2.8763789866949727,2.8986761569976807,219600,0.0,0.0,1997,1.384598,2.085462994179374,2.0975410101056413,2.0774109067721986,2.0935146208485644
1997-01-22,2.926547991443275,2.982291550063249,2.926547991443275,2.95442008972168,2151600,0.0,0.0,1997,1.384598,2.1136445318014867,2.1539042740660097,2.1136445318014867,2.1337746333027203
1997-01-23,2.954419451036398,3.079842909269971,2.954419451036398,3.043609380722046,4162800,0.0,0.0,1997,1.384598,2.1337741720242254,2.224358918090284,2.1337741720242254,2.1981899300172656
1997-01-24,3.010163522205748,3.0547588137888204,3.010163522205748,3.0324606895446777,897600,0.0,0.0,1997,1.384598,2.174034284467945,2.206242399446497,2.174034284467945,2.1901379964037777
1997-01-27,3.03803656135311,3.03803656135311,3.0268876552581787,3.0268876552581787,1796400,0.0,0.0,1997,1.384598,2.19416506549418,2.19416506549418,2.1861129766605027,2.1861129766605027
1997-01-28,3.0268867166783497,3.05197134890305,3.0268867166783497,3.0324606895446777,2115600,0.0,0.0,1997,1.384598,2.1861122987887818,2.2042292050855554,2.1861122987887818,2.1901379964037777
1997-01-29,3.012952318327897,3.0380369616359424,2.996229116466352,3.00737738609314,6702000,0.0,0.0,1997,1.384598,2.1760484402894535,2.194165354590966,2.1639704206320913,2.1720220497885596
1997-01-30,3.004591222963938,3.0241012573242188,2.996229779666675,3.0241012573242188,466800,0.0,0.0,1997,1.384598,2.170009795596944,2.1841005528855444,2.1639708996161158,2.1841005528855444
1997-01-31,3.021312586869779,3.0268868790034484,2.9544201243604853,2.985079050064087,1822800,0.0,0.0,1997,1.384598,2.1820864878251873,2.1861124160250474,2.1337746583199495,2.1559174937881513
1997-02-03,2.985077954939358,2.985077954939358,2.957205866559501,2.962780475616455,8276400,0.0,0.0,1997,1.384598,2.1559167028548054,2.1559167028548054,2.135786608502613,2.1398127655943857
1997-02-04,2.9767172928951617,2.987866515099343,2.962781562560989,2.985079050064087,846000,0.0,0.0,1997,1.384598,2.1498783711193874,2.1579306882570557,2.139813550619739,2.1559174937881513
1997-02-05,2.987865046482124,2.987865046482124,2.904249429702759,2.904249429702759,831600,0.0,0.0,1997,1.384598,2.157929627575747,2.157929627575747,2.0975398127851976,2.0975398127851976
1997-02-06,2.898675642409178,2.926547738276452,2.898675642409178,2.9153988361358643,367200,0.0,0.0,1997,1.384598,2.0935142491966463,2.113644348956486,2.0935142491966463,2.1055922629787593
1997-02-07,2.920973474093417,2.937696667976992,2.9126120366358266,2.9265477657318115,2997600,0.0,0.0,1997,1.384598,2.1096184409434486,2.1216964548388715,2.1035795491802145,2.1136443687856055
1997-02-10,2.937696925059703,2.937696925059703,2.8457198291035644,2.8512938022613525,4430400,0.0,0.0,1997,1.384598,2.1216966405120496,2.1216966405120496,2.055267903827367,2.0592936016528642
1997-02-11,2.870804736055559,2.870804736055559,2.8429326348331294,2.8485069274902344,9106800,0.0,0.0,1997,1.384598,2.0733850085407886,2.0733850085407886,2.0532549049132887,2.05728083349119
1997-02-12,2.859656049344323,2.909825325012207,2.859656049344323,2.909825325012207,534000,0.0,0.0,1997,1.384598,2.0653330781528814,2.1015668988487683,2.0653330781528814,2.1015668988487683
