Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,year,USD_value,OpenUSD,HighUSD,LowUSD,CloseUSD
1996-01-01,0.5434539623232151,0.5446558594703674,0.5407836276241121,0.5446558594703674,204800,0.0,0.0,1996,35.433173,0.01533743428293072,0.015371354393533074,0.015262071720873323,0.015371354393533074
1996-01-02,0.5434538722712313,0.5461249400130208,0.5424529910087585,0.5424529910087585,204800,0.0,0.0,1996,35.433173,0.015337431741470947,0.01541281499156231,0.015309184729483826,0.015309184729483826
1996-01-03,0.5461248755455017,0.5461248755455017,0.5461248755455017,0.5461248755455017,102400,0.0,0.0,1996,35.433173,0.015412813172150904,0.015412813172150904,0.015412813172150904,0.015412813172150904
1996-01-04,0.5407835383246196,0.5434538725827707,0.5407835383246196,0.5425193309783936,307200,0.0,0.0,1996,35.433173,0.015262069200650465,0.015337431750263255,0.015262069200650465,0.015311056985452407
1996-01-05,0.5361101627349854,0.5361101627349854,0.5361101627349854,0.5361101627349854,51200,0.0,0.0,1996,35.433173,0.015130176536405176,0.015130176536405176,0.015130176536405176,0.015130176536405176
1996-01-08,0.5361098078419059,0.540783329038636,0.5367777680778183,0.5394481420516968,358400,0.0,0.0,1996,35.433173,0.015130166520562692,0.015262063294151954,0.015149017788438489,0.015224381458914133
1996-01-09,0.5394481246572951,0.5341073768817496,0.5274307901757738,0.5334394574165344,870400,0.0,0.0,1996,35.433173,0.015224380968006877,0.015073653631915766,0.014885226061345786,0.015054803514676331
1996-01-10,0.5334395769826723,0.5301012828814329,0.5274309083951174,0.5287660956382751,358400,0.0,0.0,1996,35.433173,0.015054806889088718,0.014960593082686468,0.014885229397748756,0.014922911240217612
1996-01-11,0.532771706959888,0.5407835245132446,0.5287661853003726,0.5407835245132446,819200,0.0,0.0,1996,35.433173,0.015035958167220531,0.015262068810863895,0.014922913770673956,0.015262068810863895
1996-01-12,0.5381131046339783,0.5381131046339783,0.5341075425598095,0.5377794504165649,358400,0.0,0.0,1996,35.433173,0.01518670384483993,0.01518670384483993,0.015073658307705313,0.015177287408513061
1996-01-15,0.530769173177624,0.5367778414332707,0.530769173177624,0.5317707061767578,307200,0.0,0.0,1996,35.433173,0.014979442376713595,0.0151490198586864,0.014979442376713595,0.01500770778210458
1996-01-16,0.5317706858421843,0.5341074466705322,0.4873726375952174,0.5341074466705322,358400,0.0,0.0,1996,35.433173,0.015007707208219383,0.01507365560150462,0.013754699236086404,0.01507365560150462
1996-01-17,0.5341072081226681,0.5354423946446825,0.5274306235262579,0.5290331244468689,768000,0.0,0.0,1996,35.433173,0.015073648869173194,0.01511133069128984,0.014885221358139673,0.01493044736487102
1996-01-18,0.5290334959433887,0.5307692885398865,0.5260958064378666,0.5307692885398865,204800,0.0,0.0,1996,35.433173,0.014930457849298135,0.01497944563248362,0.014847549962230778,0.01497944563248362
1996-01-19,0.5274308464610787,0.5274308464610787,0.5250940856886923,0.5254276990890503,512000,0.0,0.0,1996,35.433173,0.01488522764983759,0.01488522764983759,0.014819279258131705,0.014828694542513884
1996-01-22,0.5274309938974728,0.5307692885398865,0.5274309938974728,0.5307692885398865,204800,0.0,0.0,1996,35.433173,0.014885231810808275,0.01497944563248362,0.014885231810808275,0.01497944563248362
1996-01-23,0.5247604686014501,0.5341074301269987,0.5247604686014501,0.5290996432304382,665600,0.0,0.0,1996,35.433173,0.01480986386969776,0.015073655134610685,0.01480986386969776,0.014932324667351645
1996-01-24,0.5290995438444059,0.5267627835273743,0.5147454501051782,0.5267627835273743,409600,0.0,0.0,1996,35.433173,0.01493232186246504,0.01486637348361024,0.014527218606845577,0.01486637348361024
1996-01-25,0.5270972047739055,0.5270972047739055,0.5247604846954346,0.5247604846954346,102400,0.0,0.0,1996,35.433173,0.014875811567140927,0.014875811567140927,0.014809864323904456,0.014809864323904456
1996-01-26,0.5247604846954346,0.5247604846954346,0.5247604846954346,0.5247604846954346,0,0.0,0.0,1996,35.433173,0.014809864323904456,0.014809864323904456,0.014809864323904456,0.014809864323904456
1996-01-29,0.5234253676424072,0.5234253676424072,0.5217558741569519,0.5217558741569519,102400,0.0,0.0,1996,35.433173,0.014772184462351347,0.014772184462351347,0.014725067782017489,0.014725067782017489
1996-01-30,0.521755706926522,0.5301011342204773,0.5274307604830385,0.5280979871749878,1433600,0.0,0.0,1996,35.433173,0.014725063062416737,0.014960588887156038,0.014885225223353227,0.01490405578904796
1996-01-31,0.5280980859088595,0.5341074466705322,0.5247604848554692,0.5341074466705322,460800,0.0,0.0,1996,35.433173,0.014904058575529197,0.01507365560150462,0.014809864328420977,0.01507365560150462
1996-02-01,0.5341075561055263,0.5541359782218933,0.5341075561055263,0.5541359782218933,819200,0.0,0.0,1996,35.433173,0.01507365868999444,0.015638903640435853,0.01507365868999444,0.015638903640435853
1996-02-02,0.5541357782903337,0.574164885916157,0.5541357782903337,0.5740985870361328,2355200,0.0,0.0,1996,35.433173,0.015638897997939213,0.01620416229492507,0.015638897997939213,0.016202291198593274
1996-02-05,0.5740985089254746,0.5754999945250001,0.5608793208805689,0.5741648077964783,819200,0.0,0.0,1996,35.433173,0.016202288994143277,0.01624184191816522,0.01582921520690707,0.016204160090220493
1996-02-06,0.5741648239818419,0.6042088489221937,0.5741648239818419,0.587518036365509,1382400,0.0,0.0,1996,35.433173,0.016204160547006106,0.01705206725127873,0.016204160547006106,0.01658101678801131
1996-02-07,0.5875181859531141,0.5768360371176029,0.5701594496004248,0.5718952417373657,972800,0.0,0.0,1996,35.433173,0.016581021009693775,0.016279547900426614,0.016091120306962768,0.016140108077178573
1996-02-08,0.580841678116435,0.6075466871261597,0.580841678116435,0.6075466871261597,768000,0.0,0.0,1996,35.433173,0.016392595664984196,0.017146268191283905,0.016392595664984196,0.017146268191283905
1996-02-09,0.6075465225581157,0.6342522578190255,0.5674889995194515,0.6307136416435242,1382400,0.0,0.0,1996,35.433173,0.017146263546821385,0.017899956569484354,0.016015754488581974,0.017800089245282216
1996-02-12,0.6307137360826476,0.6395930605489535,0.6208998295260685,0.6235702037811279,819200,0.0,0.0,1996,35.433173,0.01780009191055646,0.01805068545650579,0.017523122457197626,0.0175984861356088
1996-02-13,0.6409289146713356,0.6542814373970032,0.6409289146713356,0.6542814373970032,2048000,0.0,0.0,1996,35.433173,0.01808838611973406,0.018465222897114046,0.01808838611973406,0.018465222897114046
1996-02-14,0.654281511938875,0.6843248137419301,0.6502752575249565,0.6789841055870056,972800,0.0,0.0,1996,35.433173,0.018465225000845253,0.019313111296635224,0.01835215992440069,0.01916238507872286
1996-02-15,0.6789840789645872,0.6876631215867796,0.6542814862850254,0.6853933930397034,2201600,0.0,0.0,1996,35.433173,0.019162384327381217,0.01940732549091157,0.018465224276838697,0.01934326889211145
1996-02-16,0.6853935155986477,0.694339833600477,0.6599566183989725,0.6873295903205872,2764800,0.0,0.0,1996,35.433173,0.019343272350987244,0.019595756597933726,0.018625388654834058,0.019397912524531383
1996-02-19,0.6873294823047649,0.6743106124707091,0.6716395453296818,0.6731087565422058,1024000,0.0,0.0,1996,35.433173,0.01939790947609363,0.019030489097623553,0.018955105864486985,0.018996570150299718
1996-02-20,0.6731084980054001,0.6709720607546729,0.6622930212780355,0.6624263525009155,614400,0.0,0.0,1996,35.433173,0.018996562853837565,0.018936268020780214,0.018691326946024156,0.018695089838579107
1996-02-21,0.6624263525009155,0.6624263525009155,0.6624263525009155,0.6624263525009155,0,0.0,0.0,1996,35.433173,0.018695089838579107,0.018695089838579107,0.018695089838579107,0.018695089838579107
1996-02-22,0.6624263900334687,0.6649634323338516,0.6571519418446692,0.6572852730751038,307200,0.0,0.0,1996,35.433173,0.01869509089782811,0.018766691663031465,0.018546234678013997,0.018549997570782153
1996-02-23,0.6572854254087032,0.6636283993721008,0.6569518120112232,0.6636283993721008,153600,0.0,0.0,1996,35.433173,0.018550001869962456,0.01872901417471421,0.0185405865856615,0.01872901417471421
1996-02-26,0.6636286857802423,0.6676342487335205,0.6606240042005261,0.6676342487335205,204800,0.0,0.0,1996,35.433173,0.018729022257765127,0.018842067819710095,0.01864422371094246,0.018842067819710095
1996-02-27,0.6676338789430492,0.6509430645687994,0.6342522501945496,0.6342522501945496,153600,0.0,0.0,1996,35.433173,0.018842057383431317,0.018371006868868316,0.01789995635430532,0.01789995635430532
1996-02-28,0.6342522668954489,0.6355874538421631,0.6355874538421631,0.6355874538421631,51200,0.0,0.0,1996,35.433173,0.01789995682564045,0.017937638659743037,0.017937638659743037,0.017937638659743037
1996-02-29,0.6355876944373874,0.6275758769886058,0.6249055428335087,0.6262407302856445,460800,0.0,0.0,1996,35.433173,0.01793764544985535,0.01771153480916332,0.017636172262458935,0.017673854110825598
1996-03-01,0.6262406108791341,0.6342523860511204,0.6142232741144884,0.6309140920639038,512000,0.0,0.0,1996,35.433173,0.017673850740918238,0.0178999601884686,0.01733469576982249,0.017805746385284316
1996-03-04,0.634252336629523,0.6409289240837097,0.634252336629523,0.6409289240837097,153600,0.0,0.0,1996,35.433173,0.017899958793685312,0.01808838638537141,0.017899958793685312,0.01808838638537141
1996-03-05,0.6409289240837097,0.6409289240837097,0.6409289240837097,0.6409289240837097,0,0.0,0.0,1996,35.433173,0.01808838638537141,0.01808838638537141,0.01808838638537141,0.01808838638537141
1996-03-06,0.6514772629070302,0.6514772629070302,0.6229023933410645,0.6229023933410645,204800,0.0,0.0,1996,35.433173,0.018386083089624243,0.018386083089624243,0.017579639095292553,0.017579639095292553
1996-03-07,0.6229022276055655,0.6409289240837097,0.6275094095370454,0.6409289240837097,307200,0.0,0.0,1996,35.433173,0.01757963441788195,0.01808838638537141,0.01770965895538188,0.01808838638537141
1996-03-08,0.6409288488584889,0.646202564239502,0.6355874491247312,0.646202564239502,256000,0.0,0.0,1996,35.433173,0.01808838426235463,0.01823721980076416,0.01793763852660701,0.01823721980076416
1996-03-11,0.6462024801646378,0.640928765469767,0.6369895448023754,0.6395928859710693,153600,0.0,0.0,1996,35.433173,0.0182372174279915,0.01808838190894637,0.017977208668339566,0.018050680529544148
1996-03-12,0.6395930442544151,0.6409289240837097,0.6275757084261727,0.6409289240837097,409600,0.0,0.0,1996,35.433173,0.01805068499663903,0.01808838638537141,0.017711530051970587,0.01808838638537141
1996-03-13,0.6409289676778767,0.6345196943007644,0.6255733370780945,0.6255733370780945,870400,0.0,0.0,1996,35.433173,0.01808838761569213,0.017907504199546693,0.017655018845704123,0.017655018845704123
1996-03-14,0.625573294528374,0.6409289240837097,0.6405946179457866,0.6409289240837097,307200,0.0,0.0,1996,35.433173,0.017655017644859917,0.01808838638537141,0.01807895155045208,0.01808838638537141
1996-03-15,0.6409288083686674,0.63832477429007,0.6382577419281006,0.6382577419281006,153600,0.0,0.0,1996,35.433173,0.018088383119645182,0.01801489170303969,0.01801299990627711,0.01801299990627711
1996-03-18,0.6382578203502608,0.6409288871190192,0.6382578203502608,0.6391924023628235,1228800,0.0,0.0,1996,35.433173,0.018013002119518364,0.018088385342148704,0.018013002119518364,0.01803937802473472
1996-03-19,0.6391924392273647,0.6409289240837097,0.634252336629523,0.6409289240837097,256000,0.0,0.0,1996,35.433173,0.018039379065130992,0.01808838638537141,0.017899958793685312,0.01808838638537141
1996-03-20,0.6409289240837097,0.6409289240837097,0.6409289240837097,0.6409289240837097,0,0.0,0.0,1996,35.433173,0.01808838638537141,0.01808838638537141,0.01808838638537141,0.01808838638537141
1996-03-21,0.6409288973367299,0.6458689997284132,0.6389257907867432,0.6389257907867432,256000,0.0,0.0,1996,35.433173,0.018088385630514375,0.018227805896141824,0.018031853675276082,0.018031853675276082
1996-03-22,0.6389259415711036,0.6502753193149042,0.6436657222016119,0.6472043395042419,768000,0.0,0.0,1996,35.433173,0.018031857930733544,0.018352161668245298,0.01816562468739709,0.018265492043409208
1996-03-25,0.6472040536081447,0.6407947822531085,0.6295787000038322,0.6395928859710693,409600,0.0,0.0,1996,35.433173,0.018265483974809277,0.018084600615731156,0.017768058762443664,0.018050680529544148
1996-03-26,0.6395929585329431,0.6382577716183776,0.631047248840332,0.631047248840332,204800,0.0,0.0,1996,35.433173,0.01805068257739557,0.018013000744200293,0.017809504354586933,0.017809504354586933
1996-03-27,0.6310472640347711,0.6409288536155655,0.6355874538421631,0.6355874538421631,716800,0.0,0.0,1996,35.433173,0.01780950478340653,0.018088384396609515,0.017937638659743037,0.017937638659743037
