startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
95.01009900828764,2020-01-20 00:00:00,74.37464418065647,2020-03-23 00:00:00,20.635454827631165,21.719222527945323,139.30959108353613,2021-02-18 00:00:00,89.22038779457176,2021-09-21 00:00:00,-50.08920328896437,-35.95531571040841,215.0,101.38219352552348,2021-10-22 00:00:00,31.0,12.161805730951713,13.63119577439412
