,Open,Date
0,95.01009900828763,2020-01-20 00:00:00
1,92.48455985071529,2020-01-21 00:00:00
2,91.10130352962801,2020-01-22 00:00:00
3,91.55280231106535,2020-01-23 00:00:00
4,91.03358077970356,2020-01-24 00:00:00
5,89.72923007805376,2020-01-29 00:00:00
6,89.62246392755628,2020-01-30 00:00:00
7,88.46808978745645,2020-01-31 00:00:00
8,87.11607787451014,2020-02-03 00:00:00
9,89.13486459861402,2020-02-04 00:00:00
10,90.70432443516158,2020-02-05 00:00:00
11,90.95773007671062,2020-02-06 00:00:00
12,91.27210323512541,2020-02-07 00:00:00
13,90.36586875209005,2020-02-10 00:00:00
14,92.2485379936904,2020-02-11 00:00:00
15,93.00999989122955,2020-02-12 00:00:00
16,94.12694775293093,2020-02-13 00:00:00
17,93.22823660586536,2020-02-14 00:00:00
18,92.78377266508758,2020-02-17 00:00:00
19,93.06827525332841,2020-02-18 00:00:00
20,92.25422605668443,2020-02-19 00:00:00
21,93.43915479089108,2020-02-20 00:00:00
22,91.82431029871618,2020-02-21 00:00:00
23,89.89252777814175,2020-02-24 00:00:00
24,88.89367375765876,2020-02-25 00:00:00
25,89.1873266332796,2020-02-26 00:00:00
26,89.39149963020759,2020-02-27 00:00:00
27,88.04114068375452,2020-02-28 00:00:00
28,86.8230331282413,2020-03-02 00:00:00
29,88.14988310102734,2020-03-03 00:00:00
30,88.47130436298248,2020-03-04 00:00:00
31,88.64923710147903,2020-03-05 00:00:00
32,88.64706047709853,2020-03-06 00:00:00
33,84.61428200138074,2020-03-09 00:00:00
34,84.7533932063451,2020-03-10 00:00:00
35,85.2523733909218,2020-03-11 00:00:00
36,81.93635576039019,2020-03-12 00:00:00
37,74.55700193929547,2020-03-13 00:00:00
38,78.53624346647727,2020-03-16 00:00:00
39,76.34503014626473,2020-03-17 00:00:00
40,76.32406704436147,2020-03-18 00:00:00
41,75.19236852703544,2020-03-19 00:00:00
42,76.76974215101117,2020-03-20 00:00:00
43,74.37464418065647,2020-03-23 00:00:00
44,78.5640848641783,2020-03-24 00:00:00
45,81.47155605349211,2020-03-25 00:00:00
46,83.17370984482008,2020-03-26 00:00:00
47,84.02912487860637,2020-03-27 00:00:00
48,80.54517778404227,2020-03-30 00:00:00
49,83.24826291473991,2020-03-31 00:00:00
50,82.66689854792968,2020-04-01 00:00:00
51,79.75653932475912,2020-04-02 00:00:00
52,80.4948043841552,2020-04-03 00:00:00
53,82.23500097093967,2020-04-06 00:00:00
54,83.80368809704659,2020-04-07 00:00:00
55,84.05297161013165,2020-04-08 00:00:00
56,83.99322726854905,2020-04-09 00:00:00
57,84.93494968763738,2020-04-14 00:00:00
58,85.65028905521157,2020-04-15 00:00:00
59,84.71117002045565,2020-04-16 00:00:00
60,87.52979574591019,2020-04-17 00:00:00
61,86.9454908081049,2020-04-20 00:00:00
62,86.8097141492163,2020-04-21 00:00:00
63,84.0485940247701,2020-04-22 00:00:00
64,86.25034478454054,2020-04-23 00:00:00
65,85.45591678735761,2020-04-24 00:00:00
66,86.69546799227099,2020-04-27 00:00:00
67,87.6118881104945,2020-04-28 00:00:00
68,88.29821753120562,2020-04-29 00:00:00
69,85.77096042894208,2020-05-04 00:00:00
