startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
922.428277323533,2020-01-20 00:00:00,676.5197022245636,2020-03-18 00:00:00,245.90857509896944,26.65882878314227,2043.747932627876,2021-02-16 00:00:00,1601.6693212160403,2021-05-11 00:00:00,-442.0786114118357,-21.630779625714684,84.0,2422.555814167155,2021-11-22 00:00:00,195.0,820.8864929511146,51.25193334713251
