startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
33878.96915797075,2020-01-20 00:00:00,25172.759395902514,2020-03-16 00:00:00,8706.209762068236,25.697977177147713,33878.96915797075,2020-01-20 00:00:00,25172.759395902514,2020-03-16 00:00:00,-8706.209762068236,-25.697977177147713,56.0,38987.33567943669,2021-07-13 00:00:00,484.0,13814.576283534177,54.87907013397522
