,Open,Date
0,219.33190799161906,2007-12-03 00:00:00
1,220.31899065591685,2007-12-04 00:00:00
2,217.12567079436246,2007-12-05 00:00:00
3,218.91202948842283,2007-12-06 00:00:00
4,228.18807654613403,2007-12-07 00:00:00
5,230.65287328636555,2007-12-10 00:00:00
6,233.12698280059638,2007-12-11 00:00:00
7,228.91534548089996,2007-12-12 00:00:00
8,230.72484936452412,2007-12-13 00:00:00
9,225.66179026789996,2007-12-14 00:00:00
10,224.18821109643528,2007-12-17 00:00:00
11,220.03914815121388,2007-12-18 00:00:00
12,224.62314021228053,2007-12-19 00:00:00
13,219.0631794789365,2007-12-20 00:00:00
14,223.27470284666055,2007-12-21 00:00:00
15,229.09523036249067,2007-12-25 00:00:00
16,230.9877424299559,2007-12-26 00:00:00
17,232.37481129330365,2007-12-27 00:00:00
18,229.31253636029834,2007-12-28 00:00:00
19,248.88782985144982,2008-01-04 00:00:00
20,248.1914590409499,2008-01-07 00:00:00
21,247.12751811691942,2008-01-08 00:00:00
22,248.23593484583313,2008-01-09 00:00:00
23,246.0350588171546,2008-01-10 00:00:00
24,247.6829124208589,2008-01-11 00:00:00
25,248.86956868813616,2008-01-15 00:00:00
26,240.04378217510146,2008-01-16 00:00:00
27,238.81237456747527,2008-01-17 00:00:00
28,239.47275160622746,2008-01-18 00:00:00
29,243.22113204453962,2008-01-21 00:00:00
30,229.63062906628699,2008-01-22 00:00:00
31,226.3819764483934,2008-01-23 00:00:00
32,229.6853015143116,2008-01-24 00:00:00
33,232.31359874304098,2008-01-25 00:00:00
34,235.63796777232997,2008-01-28 00:00:00
35,231.44782624937903,2008-01-29 00:00:00
36,236.7788402880899,2008-01-30 00:00:00
37,229.57592585223912,2008-01-31 00:00:00
38,230.84885721265914,2008-02-01 00:00:00
39,228.99809105254985,2008-02-04 00:00:00
40,234.68571121441533,2008-02-05 00:00:00
41,226.17635067384552,2008-02-06 00:00:00
42,221.32226623536988,2008-02-07 00:00:00
43,224.90266132253493,2008-02-08 00:00:00
44,223.12475063841993,2008-02-12 00:00:00
45,229.19946398691,2008-02-13 00:00:00
46,230.76693730187714,2008-02-14 00:00:00
47,232.93179583902855,2008-02-15 00:00:00
48,235.18114061435733,2008-02-18 00:00:00
49,237.65351197991086,2008-02-19 00:00:00
50,237.16443554146446,2008-02-20 00:00:00
51,232.60924499973783,2008-02-21 00:00:00
52,233.40074274698975,2008-02-22 00:00:00
53,233.83148576565924,2008-02-25 00:00:00
54,239.0396353038553,2008-02-26 00:00:00
55,240.81170763924288,2008-02-27 00:00:00
56,242.78422469390836,2008-02-28 00:00:00
57,235.7626452034176,2008-02-29 00:00:00
58,226.18901481993677,2008-03-03 00:00:00
59,222.38537038684132,2008-03-04 00:00:00
60,220.69045858515352,2008-03-05 00:00:00
61,224.77183275364362,2008-03-06 00:00:00
62,226.01990319354812,2008-03-07 00:00:00
63,216.29160117982423,2008-03-10 00:00:00
64,212.3476274913093,2008-03-11 00:00:00
65,215.19401177437015,2008-03-12 00:00:00
66,214.62418517835397,2008-03-13 00:00:00
67,211.32638868003465,2008-03-14 00:00:00
68,206.2017346225048,2008-03-17 00:00:00
69,203.09697693605005,2008-03-18 00:00:00
70,207.3826835380952,2008-03-19 00:00:00
71,213.3748418522067,2008-03-21 00:00:00
72,216.83108942370907,2008-03-24 00:00:00
73,218.20508297824085,2008-03-25 00:00:00
74,222.2757203122438,2008-03-26 00:00:00
75,220.22643716217593,2008-03-27 00:00:00
76,221.86804153718737,2008-03-28 00:00:00
77,223.88181785668672,2008-03-31 00:00:00
78,221.73119658160243,2008-04-01 00:00:00
79,224.54203231731478,2008-04-02 00:00:00
80,235.65874940432394,2008-04-03 00:00:00
81,238.0536046391913,2008-04-04 00:00:00
82,237.74618152081214,2008-04-07 00:00:00
83,240.97211374223707,2008-04-08 00:00:00
84,234.74994833255676,2008-04-09 00:00:00
85,235.2949871076243,2008-04-10 00:00:00
86,237.70692352284797,2008-04-11 00:00:00
87,241.7848993069315,2008-04-14 00:00:00
88,236.91135951977182,2008-04-15 00:00:00
89,238.4989346518312,2008-04-16 00:00:00
90,247.5260295025537,2008-04-17 00:00:00
91,248.33387609335665,2008-04-18 00:00:00
92,254.59638547641086,2008-04-21 00:00:00
93,254.1309549158313,2008-04-22 00:00:00
94,252.34208000114154,2008-04-23 00:00:00
95,251.53086213071768,2008-04-24 00:00:00
96,257.20006909176067,2008-04-25 00:00:00
