startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
20037.080107338967,2007-12-03 00:00:00,61.27383653758231,2008-01-01 00:00:00,19975.806270801386,99.6941977762761,20489.41865398485,2007-12-11 00:00:00,61.27383653758231,2008-01-01 00:00:00,-20428.144817447268,-99.70094887721149,21.0,19729.80483864459,2008-05-20 00:00:00,140.0,19668.53100210701,32099.395294177993
