startValue,startDate,lowestOverallValue,lowestOverllDate,lowestOverallDiff,lowestOverallPercentage,highestValue,highestDate,lowestValue,lowestDate,dropDiff,dropPercentage,dropDays,recoveryValue,recoveryDate,recoveryDays,recoveryDiff,recoveryPercentage
18308.03156115442,2011-03-07 00:00:00,294.12103549952553,2011-04-22 00:00:00,18013.910525654894,98.39348629852928,19819.97726426422,2011-07-08 00:00:00,997.977279630188,2011-08-29 00:00:00,-18821.999984634032,-94.96479099686175,52.0,18261.21473650569,2011-09-01 00:00:00,3.0,17263.237456875504,1729.8226932854216
